Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,3,20,20:00,UTC,0,1000.3,66,0,14,-1.2,-6.8,50000,149,4.7,3.4
2017,3,20,21:00,UTC,6,1000.1,65,0,14,-1.6,-7.3,50000,151,4.6,3.3
2017,3,20,22:00,UTC,0,999.8,65,0,14,-2.1,-7.9,50000,152,5.1,3.6
2017,3,20,23:00,UTC,7,999.7,66,0,14,-1.7,-7.2,50000,151,5.2,3.6
2017,3,21,00:00,UTC,8,999.4,69,0,14,-1.4,-6.4,50000,146,5.1,3.2
2017,3,21,01:00,UTC,7,998.9,70,0,14,-1.4,-6.1,50000,147,4.9,3.5
2017,3,21,02:00,UTC,1,998.6,74,0,14,-2.2,-6.3,50000,145,5.7,3.8
2017,3,21,03:00,UTC,7,998.1,76,0,14,-2.1,-5.7,50000,149,6.4,4.5
2017,3,21,04:00,UTC,8,998,82,0,14,-2.2,-4.9,50000,150,6.6,4.2
2017,3,21,05:00,UTC,8,997.6,83,0,14,-1.9,-4.4,50000,144,3.5,2.5
2017,3,21,06:00,UTC,8,997,84,0,14,-1.4,-3.7,50000,137,4.4,3
2017,3,21,07:00,UTC,8,996.5,86,0,14,-0.7,-2.8,50000,132,4,2.7
2017,3,21,08:00,UTC,8,995.9,86,0,14,0,-2,50000,141,6.4,4.3
2017,3,21,09:00,UTC,8,995.6,85,0,14,0.4,-1.8,46833,136,6,4.4
2017,3,21,10:00,UTC,8,994.8,84,0,14,0.9,-1.6,50000,123,8,5
2017,3,21,11:00,UTC,7,994.4,84,0,14,1.1,-1.2,47589,124,7.4,4.9
2017,3,21,12:00,UTC,7,993.8,86,0,14,1.3,-0.8,32816,118,7.2,4.9
2017,3,21,13:00,UTC,8,993.1,85,0,14,1.7,-0.6,44237,117,7.7,4.3
2017,3,21,14:00,UTC,8,992.2,85,0,14,2,-0.3,38505,123,7.3,4.6
2017,3,21,15:00,UTC,8,991.3,84,0,14,2.3,-0.2,48080,120,7.9,5.4
2017,3,21,16:00,UTC,8,990.7,98,1.6,14,0.8,0.5,3899,118,6.5,4
2017,3,21,17:00,UTC,8,990,100,0,14,0.9,0.9,12917,123,6.5,4.2
2017,3,21,18:00,UTC,8,989.7,99,0,14,1.1,1,13467,136,7.7,4.8
2017,3,21,19:00,UTC,7,989.7,99,0,14,0.9,0.8,20126,144,7.5,5.4
2017,3,21,20:00,UTC,7,989.5,97,0,14,1.3,1,50000,169,7.5,5.2
2017,3,21,21:00,UTC,7,989.5,98,0,14,1.2,0.9,50000,164,6.1,4.3
2017,3,21,22:00,UTC,7,989.5,99,0,14,1.2,1,43744,161,5.6,4.4
2017,3,21,23:00,UTC,8,989.5,99,0,14,1.4,1.3,50000,176,7.3,5.1
2017,3,22,00:00,UTC,7,989.3,98,0,14,1.8,1.6,50000,177,7.9,5.7
2017,3,22,01:00,UTC,8,989.6,97,0,14,1.6,1.3,50000,187,8.3,5.7
2017,3,22,02:00,UTC,8,989.4,98,0,14,1.7,1.4,50000,192,8,6.1
2017,3,22,03:00,UTC,8,989.6,97,0,14,2,1.6,43620,201,8.1,5.9
2017,3,22,04:00,UTC,8,989.7,98,0,13,1.8,1.5,27642,189,7.3,5.3
2017,3,22,05:00,UTC,8,990,98,0,13,1.7,1.5,33306,201,8.3,5.8
2017,3,22,06:00,UTC,8,990.5,99,0,13,1.8,1.6,6670,206,8.2,5.6
2017,3,22,07:00,UTC,8,991.1,97,0,12,2.1,1.7,34629,218,6.8,5.1
2017,3,22,08:00,UTC,8,992,93,0,13,1.9,0.8,48126,231,9.2,5.8
2017,3,22,09:00,UTC,8,992.9,93,0,13,1.7,0.6,50000,236,6.2,4.3
2017,3,22,10:00,UTC,8,993.6,85,0,13,2.6,0.3,50000,231,10.5,6.6
2017,3,22,11:00,UTC,3,994.5,78,0,13,3.4,-0.2,42701,243,10.9,7.4
2017,3,22,12:00,UTC,0,995.2,68,0,12,4.6,-0.7,44358,243,9.9,7.1
2017,3,22,13:00,UTC,1,995.8,63,0,12,5,-1.5,45950,239,11.2,6.9
2017,3,22,14:00,UTC,0,996.7,55,0,12,4.5,-3.8,50000,248,10.3,7.5
2017,3,22,15:00,UTC,2,997.4,56,0,12,4.2,-3.8,50000,257,10.7,7.2
2017,3,22,16:00,UTC,7,998.1,62,0,12,3.6,-3,50000,244,7.7,5.4
2017,3,22,17:00,UTC,8,998.9,68,0,13,2.9,-2.6,50000,243,7.7,5.2
2017,3,22,18:00,UTC,7,999.3,77,0,13,2.3,-1.2,50000,223,7.1,4.9
2017,3,22,19:00,UTC,7,999.8,74,0,13,2.3,-1.8,50000,230,7.4,5.5
2017,3,22,20:00,UTC,7,1000.1,78,0,13,2.1,-1.4,50000,240,8.6,5.2
2017,3,22,21:00,UTC,0,1000.9,80,0,13,1.8,-1.3,50000,247,6.4,4.5
2017,3,22,22:00,UTC,0,1001.8,78,0,13,1.9,-1.6,50000,257,7.8,5.1
2017,3,22,23:00,UTC,2,1002.8,74,0,13,2.2,-2,50000,264,7.9,5.2
2017,3,23,00:00,UTC,0,1003.7,78,0,13,1.4,-2.1,50000,256,6.5,5
2017,3,23,01:00,UTC,0,1004.9,81,0,13,0.8,-2.1,50000,262,7.7,5
2017,3,23,02:00,UTC,7,1005.7,79,0,13,0.9,-2.3,50000,260,6.7,4.3
2017,3,23,03:00,UTC,4,1006.4,77,0,13,0.5,-3,50000,270,7.2,5.2
2017,3,23,04:00,UTC,0,1007.4,79,0,13,-0.7,-4,50000,264,6.7,4
2017,3,23,05:00,UTC,0,1008.3,75,0,12,-0.7,-4.5,46309,262,7.4,4.8
2017,3,23,06:00,UTC,0,1008.7,71,0,12,0.1,-4.5,34586,247,8.1,5.3
2017,3,23,07:00,UTC,0,1008.9,66,0,12,1,-4.6,38771,243,8.9,6.2
2017,3,23,08:00,UTC,0,1009.4,63,0,12,1.9,-4.4,38515,249,10.8,7.5
2017,3,23,09:00,UTC,3,1009.6,59,0,13,2.2,-4.9,33404,268,12.9,7.6
2017,3,23,10:00,UTC,1,1009.8,56,0,13,2.5,-5.2,49184,261,11.1,7.2
2017,3,23,11:00,UTC,2,1010.6,55,0,13,2.9,-5.2,41408,252,12,8.2
2017,3,23,12:00,UTC,0,1010.8,55,0,13,3.5,-4.6,36031,256,10.3,6.4
2017,3,23,13:00,UTC,0,1010.9,53,0,13,3.3,-5.4,39725,245,10.1,7.3
2017,3,23,14:00,UTC,1,1011.2,54,0,13,3.1,-5.2,50000,248,11.4,7.5
2017,3,23,15:00,UTC,5,1011.2,54,0,13,3.4,-5.2,45917,248,9.9,6.9
2017,3,23,16:00,UTC,7,1011.5,60,0,13,2.4,-4.6,43499,278,13,8
2017,3,23,17:00,UTC,6,1011.7,64,0,13,1.4,-4.7,50000,273,11.1,6.8
2017,3,23,18:00,UTC,7,1012.2,66,0,13,0.3,-5.3,50000,276,9,5.8
2017,3,23,19:00,UTC,2,1012.6,71,0,13,-0.5,-5.1,50000,263,7.3,4.6
2017,3,23,20:00,UTC,1,1013.5,75,0,13,-1.3,-5.1,50000,281,5.2,3.5
2017,3,23,21:00,UTC,8,1013.8,73,0,13,-0.6,-4.9,50000,294,4.3,2.5
2017,3,23,22:00,UTC,1,1014.1,59,0,13,-0.3,-7.4,50000,290,7.5,5
2017,3,23,23:00,UTC,0,1014.7,62,0,13,-1.2,-7.5,50000,291,7.6,4.5
2017,3,24,00:00,UTC,0,1015.1,66,0,13,-1.9,-7.4,50000,285,6.6,4.1
2017,3,24,01:00,UTC,0,1015.5,69,0,13,-2.4,-7.3,47668,285,6,4.1
2017,3,24,02:00,UTC,0,1015.8,70,0,13,-2.7,-7.3,49969,285,6.3,4.1
2017,3,24,03:00,UTC,0,1016.1,73,0,13,-3,-7.2,50000,279,4.8,3.4
2017,3,24,04:00,UTC,0,1016.4,78,0,13,-3.4,-6.7,50000,267,4.9,3
2017,3,24,05:00,UTC,0,1016.7,79,0,13,-3.4,-6.5,50000,259,4.9,3.1
2017,3,24,06:00,UTC,0,1017.1,75,0,13,-2.2,-6.1,35201,286,5.4,3.5
2017,3,24,07:00,UTC,2,1017.5,67,0,13,-1,-6.2,47655,300,6.7,4.3
2017,3,24,08:00,UTC,2,1017.7,63,0,13,-0.9,-7.1,45911,314,8.9,6.2
2017,3,24,09:00,UTC,1,1018,58,0,13,-0.1,-7.3,50000,328,6.6,5
2017,3,24,10:00,UTC,0,1018.4,52,0,13,0.2,-8.6,50000,316,6.1,3.9
2017,3,24,11:00,UTC,0,1018.4,43,0,13,1.2,-10,45462,305,8.3,5.2
2017,3,24,12:00,UTC,0,1018.4,42,0,13,1.8,-10,46099,302,6,4
2017,3,24,13:00,UTC,0,1018.3,41,0,13,1.9,-10.1,49294,280,6.4,4.4
2017,3,24,14:00,UTC,0,1018.2,39,0,13,1.7,-10.8,50000,278,6.7,4.2
2017,3,24,15:00,UTC,0,1017.9,42,0,13,1.8,-9.8,50000,279,4.9,3.4
2017,3,24,16:00,UTC,0,1017.4,53,0,13,1.3,-7.3,50000,242,5.3,2.9
2017,3,24,17:00,UTC,3,1016.6,68,0,13,-0.3,-5.4,50000,230,3.3,2.3
2017,3,24,18:00,UTC,7,1016,65,0,13,0,-5.8,47221,200,3.3,2.6
2017,3,24,19:00,UTC,7,1015.3,70,0,13,0.1,-4.7,50000,216,5.8,4
2017,3,24,20:00,UTC,7,1014.4,73,0,13,-0.2,-4.5,50000,205,5.1,3.8
2017,3,24,21:00,UTC,7,1013.5,79,0,13,-0.5,-3.7,50000,206,5.7,3.9
2017,3,24,22:00,UTC,7,1012.7,91,0,13,-0.6,-1.9,3551,208,6.4,4.8
2017,3,24,23:00,UTC,8,1011.9,99,0,13,-0.8,-0.9,3510,205,4.9,4.1
2017,3,25,00:00,UTC,8,1011.4,100,0,13,-0.2,-0.2,45996,231,5.5,3.7
2017,3,25,01:00,UTC,8,1010.8,100,0,13,0.2,0.1,35905,216,5,3.1
2017,3,25,02:00,UTC,8,1010.4,100,0,13,0.4,0.4,34960,230,4.9,3.4
2017,3,25,03:00,UTC,8,1009.9,100,0,13,0.4,0.4,34174,221,3.8,2.6
2017,3,25,04:00,UTC,8,1009.6,100,0,13,0.6,0.6,36868,240,4.5,3
2017,3,25,05:00,UTC,7,1009.5,99,0,13,0.8,0.7,50000,263,3.9,2.5
2017,3,25,06:00,UTC,7,1009.9,98,0,13,0.8,0.4,45776,250,2.9,2
2017,3,25,07:00,UTC,2,1010.5,84,0,13,2.6,0.2,50000,307,5.6,4
2017,3,25,08:00,UTC,7,1011.1,77,0,13,2.8,-0.9,39214,323,6.3,4.3
2017,3,25,09:00,UTC,0,1011.8,66,0,12,4.1,-1.8,42923,320,5.4,4.1
2017,3,25,10:00,UTC,0,1012.3,66,0,12,4.2,-1.7,48998,311,6.6,4.9
2017,3,25,11:00,UTC,2,1012.7,60,0,12,5,-2,34546,310,6,4.3
2017,3,25,12:00,UTC,0,1013.2,59,0,12,5.1,-2.2,38428,318,8.3,6
2017,3,25,13:00,UTC,0,1013.6,52,0,12,5.3,-3.9,46891,326,9.4,5.7
2017,3,25,14:00,UTC,0,1014.3,51,0,13,5.3,-4.1,50000,324,7.5,5.3
2017,3,25,15:00,UTC,0,1014.8,49,0,12,5.2,-4.7,48202,331,6,4.4
2017,3,25,16:00,UTC,0,1014.8,52,0,12,5.1,-3.9,50000,283,3.3,2.2
2017,3,25,17:00,UTC,0,1015.1,64,0,12,2.5,-3.6,50000,245,1.5,1.3
2017,3,25,18:00,UTC,0,1015.2,76,0,12,0.5,-3.2,50000,201,1.4,1.1
2017,3,25,19:00,UTC,0,1015.4,86,0,13,-1.2,-3.2,47535,0,0,0
2017,3,25,20:00,UTC,0,1015.1,92,0,13,-1.9,-3,44614,216,2.5,1.5
2017,3,25,21:00,UTC,2,1015,88,0,13,-0.8,-2.6,48372,223,3,2.2
2017,3,25,22:00,UTC,8,1014.1,83,0,13,0.4,-2.1,39238,221,4.9,3.9
2017,3,25,23:00,UTC,8,1013.6,81,0,13,0.9,-2,44671,216,5,3.6
2017,3,26,00:00,UTC,7,1012.1,80,0,13,1.5,-1.6,41290,212,5.9,4.4
2017,3,26,01:00,UTC,8,1010.8,78,0,13,2.1,-1.4,37376,218,5.3,3.9
2017,3,26,02:00,UTC,7,1009.7,76,0,12,2.7,-1.1,29223,216,5.9,3.9
2017,3,26,03:00,UTC,8,1008.1,83,0,12,2.3,-0.3,21446,218,7.4,5.3
2017,3,26,04:00,UTC,8,1007.3,87,0,12,2.7,0.7,38437,240,8.1,5.3
2017,3,26,05:00,UTC,5,1006.3,86,0,12,2.9,0.8,42099,240,7.4,5.1
2017,3,26,06:00,UTC,0,1004.9,82,0,12,3.7,0.9,41380,241,8.6,6.1
2017,3,26,07:00,UTC,0,1004,77,0,12,6.1,2.4,40023,242,7.5,5.2
2017,3,26,08:00,UTC,2,1003.2,71,0,12,8.5,3.5,44620,279,9.7,5.7
2017,3,26,09:00,UTC,1,1002.3,67,0,12,9.2,3.4,50000,279,15.6,10
2017,3,26,10:00,UTC,2,1002.1,65,0,11,9.4,3.1,50000,286,15.6,10.7
2017,3,26,11:00,UTC,5,1001.3,58,0,11,10.7,2.7,47628,284,14.7,9.3
2017,3,26,12:00,UTC,7,1001.2,60,0,11,10.2,2.7,48419,284,15.1,9.4
2017,3,26,13:00,UTC,4,1001.4,52,0,10,9.8,0.4,50000,299,12.9,8
2017,3,26,14:00,UTC,7,1002.6,47,0,11,8.8,-2.1,50000,331,15.2,9.8
2017,3,26,15:00,UTC,3,1003.2,44,0,11,7.8,-3.7,50000,320,11.5,7.5
2017,3,26,16:00,UTC,0,1003.7,44,0,11,6.7,-4.6,50000,317,15.4,10
2017,3,26,17:00,UTC,0,1004.5,50,0,10,5.6,-4,50000,306,12.1,7.4
2017,3,26,18:00,UTC,0,1005.1,48,0,10,5.3,-4.8,50000,312,12.4,8.9
2017,3,26,19:00,UTC,0,1006.3,58,0,10,4.1,-3.4,50000,308,11,7.3
2017,3,26,20:00,UTC,0,1007.2,58,0,10,3.9,-3.5,50000,312,11.7,8.1
2017,3,26,21:00,UTC,0,1007.9,63,0,10,3.4,-3.1,49292,311,9.9,6.9
2017,3,26,22:00,UTC,0,1008.6,64,0,10,2.9,-3.3,50000,306,9.5,6.4
2017,3,26,23:00,UTC,0,1009,65,0,10,2.4,-3.5,49655,312,8.3,6.4
2017,3,27,00:00,UTC,0,1009.6,66,0,10,2,-3.7,50000,308,8.1,5.9
2017,3,27,01:00,UTC,0,1009.9,68,0,10,1.7,-3.5,50000,313,8.6,6
2017,3,27,02:00,UTC,7,1009.8,71,0,10,1.6,-3.2,50000,302,7.7,5.2
2017,3,27,03:00,UTC,7,1009.5,71,0,10,1.7,-2.9,48679,292,5.4,4.1
2017,3,27,04:00,UTC,7,1009.3,71,0,10,1.7,-3,48516,264,3.6,2.7
2017,3,27,05:00,UTC,8,1008.8,72,0,10,2,-2.5,48593,269,5.1,3.7
2017,3,27,06:00,UTC,8,1007.8,69,0,10,2.7,-2.4,48069,282,4.9,3.5
2017,3,27,07:00,UTC,7,1007.3,79,0,10,2.7,-0.6,24034,289,7.5,4.6
2017,3,27,08:00,UTC,7,1005,83,0,10,3.2,0.6,20750,249,7.8,5.4
2017,3,27,09:00,UTC,8,1002.3,89,0,10,2.8,1.2,29040,231,6.4,4.3
2017,3,27,10:00,UTC,8,999.3,96,0.2,9,3.3,2.7,9519,221,9.7,5.9
2017,3,27,11:00,UTC,7,997.5,85,0,9,7.6,5.2,41724,258,12.8,8.1
2017,3,27,12:00,UTC,7,996.4,68,0,7,9.8,4.1,50000,272,17.7,11.2
2017,3,27,13:00,UTC,7,995.7,64,0,6,9.5,2.9,50000,263,13.7,9.1
2017,3,27,14:00,UTC,7,995.9,73,0,6,6.9,2.3,50000,297,13.3,8.5
2017,3,27,15:00,UTC,4,999.4,63,0,,5.2,-1.4,,,,
2017,3,27,16:00,UTC,0,1001.2,71,0,6,3,-1.8,50000,354,16.5,12.5
2017,3,27,17:00,UTC,0,1002.6,76,0,6,2.1,-1.7,50000,342,8.6,6.3
2017,3,27,18:00,UTC,2,1003.7,81,0,6,1.2,-1.8,50000,316,3.7,2.8
2017,3,27,19:00,UTC,7,1004.3,83,0,6,1.1,-1.4,47079,313,4.6,3.1
2017,3,27,20:00,UTC,7,1005.1,90,0,6,0.6,-0.9,50000,291,4.5,3.3
2017,3,27,21:00,UTC,6,1005.6,79,0,6,0.9,-2.4,50000,309,6.1,3.7
2017,3,27,22:00,UTC,5,1006.1,58,0,6,1.4,-6,50000,322,11.3,7.4
2017,3,27,23:00,UTC,0,1006.9,61,0,6,0.4,-6.1,50000,312,7.8,5.9
2017,3,28,00:00,UTC,0,1007.4,64,0,6,0,-5.9,50000,323,9.6,6.6
2017,3,28,01:00,UTC,0,1008.1,67,0,6,-0.4,-5.7,50000,325,9.5,6.4
2017,3,28,02:00,UTC,5,1008.6,70,0,6,-0.4,-5.2,50000,323,8.2,5.6
2017,3,28,03:00,UTC,3,1008.9,71,0,6,-0.7,-5.3,50000,317,8.4,5.4
2017,3,28,04:00,UTC,7,1009.1,61,0,6,-0.5,-7,50000,316,8.6,6.1
2017,3,28,05:00,UTC,7,1009.7,54,0,6,-0.6,-8.7,50000,331,11.9,8.5
2017,3,28,06:00,UTC,7,1010.6,58,0,6,-0.6,-7.9,39280,329,9.8,6.9
2017,3,28,07:00,UTC,1,1011.5,57,0,6,-0.3,-7.8,50000,326,10.7,7.8
2017,3,28,08:00,UTC,2,1011.9,53,0,6,0.3,-8.3,50000,330,9.5,7
2017,3,28,09:00,UTC,2,1012.6,51,0,6,0.6,-8.4,49463,319,9.9,7.1
2017,3,28,10:00,UTC,0,1012.8,49,0,6,0.4,-9,50000,319,9.4,6.5
2017,3,28,11:00,UTC,2,1012.8,49,0,6,0.4,-9,50000,332,10.6,7.7
2017,3,28,12:00,UTC,3,1012.8,48,0,6,1.6,-8.4,50000,334,9.8,7.6
2017,3,28,13:00,UTC,6,1013,46,0,6,1.6,-8.9,50000,338,8.8,6.5
2017,3,28,14:00,UTC,3,1012.8,45,0,6,1.3,-9.3,50000,343,10.4,7
2017,3,28,15:00,UTC,7,1012.5,39,0,6,1.9,-10.6,50000,310,9.8,6.2
2017,3,28,16:00,UTC,7,1012.3,41,0,6,1.3,-10.5,50000,312,7.8,5
2017,3,28,17:00,UTC,2,1012.6,46,0,5,0.2,-10.1,50000,323,6.4,4.2
2017,3,28,18:00,UTC,0,1012.8,56,0,5,-1.6,-9.2,50000,288,2.8,2.2
2017,3,28,19:00,UTC,0,1013,65,0,6,-2.3,-8,50000,285,4,2.8
2017,3,28,20:00,UTC,2,1013.1,71,0,6,-2.4,-7,50000,282,4.5,3.4
2017,3,28,21:00,UTC,0,1013.3,74,0,6,-2.9,-6.9,50000,291,3.9,2.8
2017,3,28,22:00,UTC,0,1013.4,74,0,6,-3.2,-7.1,50000,300,4.8,3.2
2017,3,28,23:00,UTC,0,1013.3,73,0,6,-3.5,-7.7,50000,299,4.8,3.4
2017,3,29,00:00,UTC,0,1013.4,73,0,6,-3.6,-7.7,50000,291,4.5,3.4
2017,3,29,01:00,UTC,0,1013.3,74,0,5,-3.9,-7.9,50000,299,4.2,3.1
2017,3,29,02:00,UTC,0,1013.1,78,0,6,-4.5,-7.8,50000,297,3.7,3.2
2017,3,29,03:00,UTC,0,1013,80,0,6,-5.2,-8.1,50000,295,3.3,2.6
2017,3,29,04:00,UTC,0,1013.2,82,0,6,-5.5,-8,50000,289,4.1,2.9
2017,3,29,05:00,UTC,0,1013.1,79,0,6,-4.6,-7.6,50000,292,4.1,2.7
2017,3,29,06:00,UTC,0,1013.3,74,0,5,-3,-7,50000,308,4.6,3.2
2017,3,29,07:00,UTC,0,1013.3,69,0,5,-1.9,-6.9,50000,310,6.2,4.2
2017,3,29,08:00,UTC,1,1013.6,62,0,5,-1.1,-7.6,48637,299,6.7,4.5
2017,3,29,09:00,UTC,1,1013.8,57,0,5,-0.7,-8.3,49629,292,6.8,4.6
2017,3,29,10:00,UTC,1,1013.9,47,0,5,-0.3,-10.1,50000,294,6.7,4.6
2017,3,29,11:00,UTC,0,1013.9,43,0,5,0.4,-10.6,50000,299,8.6,5.5
2017,3,29,12:00,UTC,0,1013.8,34,0,5,0.3,-13.7,48999,308,7.7,5.8
2017,3,29,13:00,UTC,0,1013.8,44,0,5,0.3,-10.5,50000,317,8.8,6.2
2017,3,29,14:00,UTC,0,1014,47,0,5,0.1,-9.8,50000,303,7.8,5.5
2017,3,29,15:00,UTC,0,1014.2,42,0,5,-0.4,-11.7,50000,339,8.7,6.6
2017,3,29,16:00,UTC,0,1014.6,50,0,5,-1.1,-10.1,50000,329,7.8,5.8
2017,3,29,17:00,UTC,0,1015,53,0,5,-1.6,-10.1,50000,,,
2017,3,29,18:00,UTC,0,1015.8,58,0,5,-3,-10.1,50000,293,2.3,1.9
2017,3,29,19:00,UTC,0,1016.3,67,0,5,-3.5,-8.7,50000,291,2.2,1.7
2017,3,29,20:00,UTC,0,1016.5,76,0,5,-3.8,-7.4,50000,255,2.6,2.1
2017,3,29,21:00,UTC,1,1016.8,85,0,5,-4.2,-6.4,50000,243,2.9,2.2
2017,3,29,22:00,UTC,0,1017.3,93,0,5,-4.3,-5.3,50000,248,3.4,2.7
2017,3,29,23:00,UTC,0,1017.8,96,0,5,-4.8,-5.4,50000,263,2.7,1.7
2017,3,30,00:00,UTC,0,1018,94,0,5,-5.6,-6.3,50000,250,1.1,0.6
2017,3,30,01:00,UTC,0,1018.4,92,0,5,-5.8,-6.9,50000,231,1.5,0.7
2017,3,30,02:00,UTC,0,1018.8,92,0,5,-6.3,-7.4,50000,267,1.4,0.8
2017,3,30,03:00,UTC,0,1019.1,96,0,5,-6.9,-7.3,50000,211,1.9,1.2
2017,3,30,04:00,UTC,0,1019.4,92,0,5,-6.4,-7.5,50000,229,1.7,0.7
2017,3,30,05:00,UTC,0,1019.7,89,0,5,-5.3,-6.8,49008,230,1.7,1.3
2017,3,30,06:00,UTC,0,1020,80,0,5,-3.4,-6.3,50000,250,3.3,2.5
2017,3,30,07:00,UTC,0,1020.1,65,0,5,-1.2,-6.9,46789,224,3.5,2.3
2017,3,30,08:00,UTC,1,1020.1,61,0,5,-0.4,-7,50000,245,4.2,2.6
2017,3,30,09:00,UTC,0,1020,46,0,5,0.9,-9.4,50000,252,8,5.2
2017,3,30,10:00,UTC,0,1019.7,44,0,5,1,-9.8,50000,256,8.6,6.1
2017,3,30,11:00,UTC,0,1019.3,41,0,5,2.1,-9.9,49142,254,10,5.8
2017,3,30,12:00,UTC,3,1018.7,40,0,5,2.6,-9.8,49363,245,8.5,6.4
2017,3,30,13:00,UTC,0,1018.3,35,0,5,2.2,-11.7,50000,281,8,5.7
2017,3,30,14:00,UTC,0,1017.8,39,0,5,2.2,-10.4,50000,276,6.9,4.7
2017,3,30,15:00,UTC,2,1017.2,41,0,5,1.8,-9.9,50000,269,8.1,4.8
2017,3,30,16:00,UTC,0,1016.4,43,0,5,1.1,-10,50000,272,4.1,2.6
2017,3,30,17:00,UTC,1,1016.2,57,0,5,0,-7.5,50000,240,5.1,2.7
2017,3,30,18:00,UTC,5,1016.1,65,0,5,-0.9,-6.6,50000,211,3,2.1
2017,3,30,19:00,UTC,7,1015.8,64,0,5,-0.9,-6.9,50000,181,2.4,1.8
2017,3,30,20:00,UTC,7,1015.2,66,0,5,-0.9,-6.4,50000,168,3.2,2.4
2017,3,30,21:00,UTC,7,1014.7,65,0,5,-1.1,-6.9,50000,165,3.4,2.6
2017,3,30,22:00,UTC,8,1014.3,67,0,5,-1.1,-6.5,50000,168,3.4,2.3
2017,3,30,23:00,UTC,8,1013.7,75,0,5,-1.2,-5.1,16966,157,4.2,2.7
2017,3,31,00:00,UTC,8,1013.4,98,0.7,8,-2.5,-2.8,1387,153,4.2,2.5
2017,3,31,01:00,UTC,8,1013.1,100,1,5,-2.5,-2.5,1793,152,2.8,1.8
2017,3,31,02:00,UTC,7,1012.7,100,0.2,5,-2.4,-2.4,3000,150,2.6,1.9
2017,3,31,03:00,UTC,8,1012.3,100,0.5,6,-2.3,-2.3,2077,130,1.8,1.3
2017,3,31,04:00,UTC,8,1012.5,100,0.5,7,-2.1,-2.1,2732,97,2.4,1.9
2017,3,31,05:00,UTC,8,1012.9,100,0.5,8,-1.9,-1.9,1321,89,3,2.1
2017,3,31,06:00,UTC,8,1013.4,100,0.5,8,-1.6,-1.6,2026,66,3.1,2.1
2017,3,31,07:00,UTC,8,1014,100,0.3,10,-1.5,-1.5,1277,83,4.3,2.9
2017,3,31,08:00,UTC,8,1014.7,100,0.7,10,-1,-1,1097,82,4.1,2.9
2017,3,31,09:00,UTC,8,1015.3,99,0,10,-0.2,-0.4,7823,78,3.5,2.4
2017,3,31,10:00,UTC,8,1015.7,98,0,11,0,-0.3,10635,87,3.1,2.3
2017,3,31,11:00,UTC,8,1016.1,95,0,10,0.5,-0.2,24324,78,3.1,1.8
2017,3,31,12:00,UTC,8,1016.6,89,0,9,0.4,-1.2,24740,63,3.7,2.5
2017,3,31,13:00,UTC,8,1016.7,85,0,8,0.7,-1.5,47407,95,3.5,2.6
2017,3,31,14:00,UTC,7,1016.7,88,0,8,0.6,-1.1,32971,96,2.9,2.1
2017,3,31,15:00,UTC,7,1016.6,88,0,8,0.8,-1,48853,109,3.2,2
2017,3,31,16:00,UTC,7,1016.5,93,0,8,0.7,-0.3,45992,126,2.5,1.7
2017,3,31,17:00,UTC,8,1016.5,99,0,8,0.1,-0.1,5838,123,3.1,2.1
2017,3,31,18:00,UTC,8,1016.5,100,0,8,0.2,0.2,11287,130,2.8,1.7
2017,3,31,19:00,UTC,8,1016.5,100,0,8,0.2,0.2,21779,154,2.4,1.9
2017,3,31,20:00,UTC,7,1016.3,100,0,8,0.3,0.3,13789,180,2.5,2
2017,3,31,21:00,UTC,8,1016.2,100,0,8,0.3,0.3,9834,165,2.3,1.4
2017,3,31,22:00,UTC,8,1015.8,100,0,8,0.2,0.2,10463,187,2.6,2.1
2017,3,31,23:00,UTC,8,1015.4,99,0,8,0.6,0.4,23369,203,4.9,3.5
2017,4,1,00:00,UTC,8,1014.8,98,0,8,0.4,0.2,28200,196,3.9,2.9
2017,4,1,01:00,UTC,0,1013.9,100,0,8,-0.9,-0.9,23538,177,3.6,3.1
2017,4,1,02:00,UTC,0,1013,100,0,8,-1.7,-1.7,20092,166,4.1,3
2017,4,1,03:00,UTC,7,1012.4,99,0,8,-0.9,-1.1,38280,177,7.5,4.7
2017,4,1,04:00,UTC,8,1011.6,92,0,8,-0.6,-1.8,40158,193,7.7,5.6
2017,4,1,05:00,UTC,8,1010.6,93,0,8,-0.7,-1.6,28844,174,5.7,4.1
2017,4,1,06:00,UTC,8,1009.8,92,0,8,-0.4,-1.6,41876,182,5.6,4.2
2017,4,1,07:00,UTC,8,1008.6,93,0,8,-0.2,-1.2,4499,178,6.2,4.4
2017,4,1,08:00,UTC,7,1007.4,100,0.5,8,-0.2,-0.2,1898,164,5.7,4.1
2017,4,1,09:00,UTC,8,1006.2,100,0.7,9,0,0,2715,159,5.1,3.5
2017,4,1,10:00,UTC,8,1004.5,100,0,11,0,0,5676,144,6.7,4.4
2017,4,1,11:00,UTC,8,1003.7,100,0.2,11,0.2,0.2,8149,153,6.1,3.9
2017,4,1,12:00,UTC,8,1002.9,100,0,11,0.3,0.3,13727,135,4.3,2.6
